make,model,registration,year,inspection date,engine size,engine power
make10,model10,CZH-406,2006,2018-10-04,2983,485
make7,model12,MQU-528,1991,2018-05-07,2251,357
make10,model8,RDM-453,2006,2018-10-16,838,145
make10,model6,WFP-419,2013,2018-06-10,1517,243
make1,model15,JBQ-197,2007,2018-08-01,2728,95
make9,model14,KCX-971,2008,2018-03-08,2819,126
make10,model3,CFQ-647,1990,2018-12-15,874,301
make4,model14,AIS-616,2008,2018-06-05,741,66
make5,model9,HGN-029,1999,2018-10-23,2035,396
make10,model20,FDV-576,2009,2018-03-20,1850,492
make8,model20,EFH-549,2013,2018-02-07,1729,77
make1,model19,RYJ-982,2012,2018-02-01,1471,140
make6,model4,SNL-766,2012,2018-01-01,2148,492
make0,model20,XGN-055,1990,2018-04-13,2930,446
make9,model0,QVO-998,2002,2018-06-02,899,471
make1,model1,NVX-707,2003,2018-04-14,539,329
make2,model8,MPN-764,2010,2018-02-24,769,316
make8,model2,VES-491,2011,2018-04-04,758,262
make10,model0,NZK-501,2000,2018-08-10,923,110
make10,model4,KTG-689,2003,2018-10-08,2858,206
make9,model3,AJN-678,1994,2018-02-26,2846,430
make9,model15,QQI-796,2003,2018-01-03,779,68
make2,model17,KTU-169,2006,2018-10-18,737,277
make4,model9,NBN-238,1996,2018-06-08,2420,409
make2,model14,XRP-629,1996,2018-11-28,957,459
make4,model9,YZX-343,2008,2018-10-27,2797,458
make0,model2,ZFD-851,1997,2018-11-15,2473,414
make1,model2,ZEQ-334,2003,2018-03-23,1216,136
make2,model2,JBK-099,2009,2018-10-11,2665,56
make9,model11,VLC-092,1994,2018-01-02,1152,233
make2,model0,FSI-695,1991,2018-11-29,688,297
make2,model15,FVM-061,1991,2018-01-30,540,235
make4,model10,VVY-233,1993,2018-05-21,665,164
make0,model14,YAA-743,2010,2018-06-09,2608,403
make8,model1,ECB-007,1991,2018-03-21,1239,444
make3,model12,IJN-053,2009,2018-03-13,1384,147
make7,model20,LQZ-534,1996,2018-05-31,587,405
make3,model15,SKD-690,1990,2018-05-16,913,410
make0,model15,CVU-800,1996,2018-01-19,2627,314
make0,model2,VFK-009,2012,2018-01-24,2096,282
make6,model14,IMS-400,1998,2018-12-12,2067,215
make8,model15,PRY-177,2010,2018-09-10,563,375
make7,model16,MZY-480,2003,2018-05-04,1304,201
make2,model16,NVD-570,2000,2018-10-21,1087,137
make5,model14,MRC-046,1999,2018-10-17,716,280
make4,model19,PEI-957,1992,2018-10-23,2005,265
make4,model20,GHE-988,2008,2018-08-09,2247,65
make10,model10,QNP-008,2007,2018-07-12,1338,435
make9,model14,SAV-343,2003,2018-05-03,1837,413
make6,model6,EJG-711,1996,2018-07-16,1774,145
make9,model3,RJL-300,2004,2018-07-06,843,333
make2,model19,DYN-055,2011,2018-07-10,1653,164
make2,model7,JUP-047,1994,2018-08-02,1691,233
make10,model1,UAG-959,2008,2018-02-12,2193,56
make0,model19,DKQ-730,2012,2018-11-27,560,391
make6,model7,KYI-978,2005,2018-09-10,2013,357
make0,model7,EWN-066,1992,2018-11-05,2008,451
make6,model12,CFS-735,1995,2018-02-07,2001,451
make5,model10,JLO-388,2013,2018-11-18,689,295
make3,model17,TBE-157,1995,2018-08-15,1848,257
make2,model2,YXZ-679,2011,2018-07-28,2067,467
make6,model18,DHV-847,2000,2018-02-03,1362,278
make3,model6,ZUE-440,2005,2018-04-18,2936,102
make0,model14,QQN-503,1995,2018-10-24,1753,467
make4,model1,CDX-859,2007,2018-02-19,1152,368
make10,model7,LSR-108,2009,2018-11-09,1011,73
make8,model12,BVR-575,2000,2018-06-15,1955,301
make9,model8,CSU-061,1994,2018-08-16,2232,325
make9,model17,JQN-547,2005,2018-11-09,1506,470
make4,model11,ZUD-235,2009,2018-08-24,945,394
make9,model19,IYK-522,2000,2018-01-17,1590,382
make8,model17,EHH-949,1998,2018-03-29,741,60
make8,model19,DFC-081,2003,2018-12-08,831,397
make8,model2,DYC-087,2010,2018-02-24,2480,426
make8,model3,XZF-662,2013,2018-05-08,1126,79
make0,model0,SLO-827,1993,2018-05-12,2120,91
make6,model19,MDW-212,2005,2018-11-17,2147,105
make1,model9,UZM-269,1993,2018-03-22,2466,63
make5,model16,GZL-310,1993,2018-02-17,525,339
make4,model6,VAL-753,1998,2018-08-26,1484,396
make4,model5,JEQ-395,2003,2018-07-06,2225,434
make9,model6,MZF-321,2008,2018-03-22,739,163
make8,model11,KRL-273,2007,2018-03-20,1674,329
make1,model14,HAP-677,1993,2018-04-21,702,484
make2,model9,JPB-337,1992,2018-01-23,2110,282
make0,model15,VSE-770,2003,2018-07-15,2530,353
make9,model20,FFB-249,1996,2018-11-04,1966,155
make8,model11,DNQ-872,2010,2018-04-04,2070,130
make0,model0,UCP-659,2013,2018-02-04,1479,251
make3,model5,GPX-979,2009,2018-02-04,2818,105
make1,model16,JTE-952,1990,2018-04-23,997,418
make3,model18,YIN-127,2010,2018-07-12,716,115
make4,model19,PUN-195,1991,2018-08-01,953,356
make9,model4,UAK-578,1998,2018-03-28,2077,119
make4,model6,YXC-227,1999,2018-08-20,2571,266
make1,model20,CLM-186,1995,2018-10-06,1253,93
make6,model5,AMX-493,2004,2018-11-10,2918,364
make8,model13,MBL-495,1998,2018-05-10,2439,443
make1,model1,GYL-609,1998,2018-10-14,2493,290
make4,model14,WDE-615,2009,2018-05-16,1598,437
make0,model18,RJA-837,2011,2018-02-02,1388,274
make0,model19,KKJ-245,2011,2018-02-04,2348,430
make5,model0,XBG-131,1991,2018-10-22,1321,403
make3,model9,KJF-669,1993,2018-03-18,504,154
make7,model0,YVA-605,1994,2018-07-10,707,252
make5,model6,SWO-485,2011,2018-06-21,2554,86
make9,model6,ZQC-086,2010,2018-05-23,1638,320
make9,model15,THR-972,2001,2018-11-26,1934,367
make1,model2,NJP-824,2009,2018-07-12,610,380
make5,model11,TRE-828,1994,2018-01-10,1079,356
make0,model18,EGI-311,2003,2018-03-09,2273,348
make0,model18,HSG-893,1999,2018-08-21,805,346
make3,model5,AUU-156,2006,2018-11-15,1443,401
make2,model11,MIN-358,2000,2018-05-04,1962,400
make2,model17,KHP-450,2012,2018-05-03,1114,331
make10,model11,NYO-066,2005,2018-05-01,1812,498
make5,model20,JKY-592,2006,2018-05-02,2707,85
make1,model18,KYB-887,1995,2018-07-08,770,498
make1,model20,QUK-860,2013,2018-04-22,1282,321
make7,model12,AXC-159,1991,2018-04-27,821,60
make3,model14,VQZ-450,2000,2018-03-22,542,136
make0,model18,SXC-335,2007,2018-04-30,1919,56
make6,model16,KQU-251,2003,2018-01-25,1125,419
make6,model20,REA-923,1999,2018-05-18,1710,70
make8,model7,CRP-869,1996,2018-08-07,1724,252
make5,model13,UBX-336,2006,2018-03-13,2693,252
make5,model5,LGZ-972,1999,2018-08-23,868,357
make0,model17,GZK-778,2012,2018-07-16,2013,80
make1,model8,QXI-251,2003,2018-09-04,2323,56
make6,model1,BGZ-172,1996,2018-05-30,1197,423
make0,model10,DPK-986,2001,2018-11-30,2811,63
make5,model8,ZWM-895,1999,2018-02-21,651,179
make10,model19,PPT-792,1991,2018-11-19,1916,235
make9,model16,EWU-039,2012,2018-01-10,1973,497
make5,model15,VCJ-609,2001,2018-12-25,1233,66
make9,model19,JAL-696,1990,2018-01-31,1561,119
make3,model11,KKA-616,1995,2018-02-25,2822,198
make5,model14,UEX-754,2001,2018-06-06,1022,224
make6,model9,ACT-008,1993,2018-11-22,1486,74
make6,model14,HYT-718,2000,2018-02-08,2659,212
make0,model17,XKC-564,2006,2018-02-25,2835,305
make8,model3,OUF-329,1998,2018-10-18,2414,126
make0,model10,PVY-192,2004,2018-10-19,2789,105
make8,model12,BQQ-749,1990,2018-05-08,1623,300
make3,model15,DCC-839,1990,2018-08-14,564,345
make10,model9,PCJ-228,2005,2018-03-03,1887,442
make4,model9,YIX-539,2001,2018-02-01,765,459
make3,model17,XGX-444,2011,2018-04-05,967,436
make1,model8,QWP-276,1997,2018-03-05,1604,172
make6,model14,CJP-682,1997,2018-06-14,2883,55
make3,model16,NIZ-827,1991,2018-09-12,2446,498
make1,model15,PXJ-445,1997,2018-02-04,2685,428
make8,model14,EXP-859,2004,2018-09-30,1300,50
make7,model10,FRH-192,2007,2018-09-23,2759,174
make1,model1,MEW-494,2012,2018-10-07,1424,452
make10,model0,JKY-711,1990,2018-05-21,1050,67
make3,model10,ZLV-898,1996,2018-10-13,2184,310
make4,model14,GLB-690,1997,2018-10-18,2932,428
make2,model1,GKR-922,2012,2018-09-20,2070,61
make1,model19,SCS-771,1997,2018-05-05,2394,377
make10,model14,FJM-851,1992,2018-09-06,1496,260
make10,model10,NKG-947,2006,2018-01-13,1655,96
make8,model3,GDE-861,1997,2018-10-28,1413,265
make10,model12,FJZ-214,2011,2018-04-15,1743,105
make10,model5,SAO-642,2009,2018-05-08,2051,233
make4,model0,LNW-620,2003,2018-08-23,1167,267
make3,model15,XZR-990,2003,2018-06-24,2998,305
make10,model16,FFX-053,2007,2018-02-01,1396,178
make5,model19,LEF-017,2013,2018-07-11,1737,217
make8,model6,SAK-034,2010,2018-04-03,1183,140
make8,model9,WSP-502,2006,2018-08-15,1356,245
make9,model3,TTL-070,1990,2018-02-12,2261,365
make3,model2,NXO-557,2010,2018-08-31,1029,331
make4,model17,OEV-970,2008,2018-04-14,2141,138
make9,model12,WQS-783,1990,2018-12-07,2052,375
make6,model18,UEH-393,1995,2018-02-08,899,382
make8,model9,DNV-937,1990,2018-07-21,1118,114
make5,model15,ERU-590,1996,2018-09-03,1592,457
make4,model9,FNC-573,1999,2018-03-29,734,424
make0,model7,RHA-175,1997,2018-07-08,947,124
make2,model11,BIQ-023,2007,2018-07-29,2891,265
make5,model10,HDB-418,1995,2018-12-08,1564,50
make5,model18,QMJ-901,1995,2018-11-24,2197,229
make9,model3,ZUV-969,1996,2018-04-15,2878,191
make9,model6,DEU-591,2012,2018-04-18,2623,195
make10,model4,FHY-498,1992,2018-07-07,2884,213
make0,model9,VKZ-661,1991,2018-12-24,1740,243
make5,model2,HUS-842,2012,2018-06-02,971,428
make3,model9,AFX-467,2006,2018-02-01,2290,441
make7,model20,XPC-641,2001,2018-05-14,2811,389
make9,model17,ICQ-047,2012,2018-04-05,613,486
make1,model16,MRG-486,2008,2018-01-04,1946,137
make9,model20,IFM-305,2013,2018-05-25,1704,423
make8,model19,GBM-051,2006,2018-06-23,1501,478
make6,model3,IXS-913,1996,2018-06-06,1711,65
make3,model4,FSC-365,2009,2018-05-10,1471,482
make1,model16,GJI-357,2009,2018-01-08,959,299
make2,model0,KAZ-469,1996,2018-05-03,1907,368
make6,model4,KZE-977,2003,2018-12-07,1178,277
make2,model12,ZGV-073,2003,2018-01-14,752,209
make0,model11,KPL-646,1992,2018-10-17,2256,381
make0,model17,WMB-187,1997,2018-11-26,1152,209
make5,model11,UBO-137,1996,2018-01-21,2634,146
make9,model14,LWE-035,2005,2018-01-01,2910,446
make4,model6,UWV-931,2003,2018-03-15,2209,112
make2,model11,BBM-287,2000,2018-07-12,1579,190
make7,model17,BGD-111,1994,2018-02-08,622,458
make4,model14,WGV-179,2006,2018-12-05,1514,266
make5,model3,HIR-221,2000,2018-03-21,746,213
make10,model3,JWP-272,2002,2018-07-02,2450,275
make10,model0,LVD-373,2003,2018-02-14,906,500
make10,model13,JAQ-773,1996,2018-05-23,2565,414
make0,model18,ZGC-634,1996,2018-09-18,2592,145
make6,model17,KQE-512,2007,2018-12-24,809,384
make8,model18,AJZ-938,1992,2018-04-08,1922,103
make3,model1,ZFG-433,1998,2018-01-29,1888,81
make0,model17,NMT-289,1992,2018-09-26,2970,223
make6,model1,MOC-137,2012,2018-08-07,2384,170
make4,model18,FCB-848,2008,2018-01-11,1334,113
make10,model12,WNF-578,2012,2018-11-28,1085,338
make6,model20,PMR-796,2009,2018-11-22,1976,204
make5,model2,TTX-049,2000,2018-02-02,1504,254
make3,model0,BUT-723,2007,2018-07-29,1244,93
make2,model8,JYI-162,2003,2018-04-05,1272,484
make10,model10,EXZ-255,2013,2018-06-14,1544,276
make1,model18,OOW-468,1992,2018-02-26,2731,352
make10,model9,DCZ-648,1992,2018-08-13,997,377
make9,model5,SVS-696,2008,2018-01-06,2435,379
make5,model10,YCP-220,1996,2018-03-21,2793,257
make0,model8,NZK-718,1991,2018-04-16,2897,389
make10,model4,LYT-532,2002,2018-03-19,555,136
make3,model17,KEY-088,1998,2018-03-03,2531,236
make7,model19,ZSA-656,1993,2018-03-06,2574,84
make2,model1,NAP-679,1998,2018-02-15,2774,391
make3,model13,PAF-998,1993,2018-09-27,1625,250
make9,model4,IPS-094,2008,2018-06-03,1268,152
make6,model16,XNF-274,2002,2018-06-28,1050,89
make1,model5,VNA-065,2010,2018-02-24,1675,250
make10,model1,XLH-111,1995,2018-04-04,1145,309
make8,model18,WBX-732,2009,2018-03-08,1782,300
make6,model2,MVV-358,2009,2018-06-24,2370,242
make10,model16,NYJ-629,1997,2018-11-13,1123,453
make4,model9,NRA-956,2002,2018-10-17,1979,315
make9,model11,IPD-487,2010,2018-05-11,2143,372
make9,model0,TTN-139,1995,2018-03-03,2556,202
make4,model19,VMB-733,2001,2018-04-04,2213,153
make5,model13,OLT-096,1995,2018-02-19,2499,151
make0,model12,WLW-651,2000,2018-05-01,1314,420
make6,model4,QFJ-183,2006,2018-05-17,635,403
make5,model15,OWI-253,1992,2018-04-15,2974,115
make7,model16,TOU-191,2013,2018-04-07,1269,437
make5,model19,ZGC-090,1995,2018-09-22,1270,130
make9,model3,RCQ-639,2011,2018-02-22,995,111
make7,model11,RLM-922,1997,2018-09-17,2547,236
make8,model7,GFR-322,2001,2018-05-10,2618,500
make0,model2,UGM-326,2007,2018-02-19,1641,288
make9,model14,YKS-975,1991,2018-05-30,1100,393
make3,model5,OZE-402,2011,2018-06-14,1692,414
make4,model15,NXM-036,2013,2018-05-09,689,473
make1,model16,ISY-260,1998,2018-07-10,960,291
make6,model3,WXK-711,2012,2018-12-03,2288,357
make8,model8,MLF-528,2008,2018-08-17,1686,86
make10,model19,IBA-573,1993,2018-09-10,1321,54
make4,model20,SWH-745,2000,2018-04-27,994,372
make10,model4,QVN-001,2008,2018-09-18,2009,369
make6,model13,FEL-478,2003,2018-06-20,1129,406
make9,model16,CRU-249,2004,2018-12-22,1046,295
make2,model19,OBR-696,1991,2018-01-19,1745,112
make9,model19,KBJ-604,2006,2018-04-22,2975,338
make3,model14,NLL-641,2010,2018-10-17,2716,433
make4,model4,UCP-004,2005,2018-10-28,1116,452
make2,model10,EZW-341,1998,2018-02-04,1351,421
make8,model12,SER-040,2002,2018-01-14,1048,50
make2,model13,EEM-151,2003,2018-03-03,618,259
make9,model8,YMK-172,2006,2018-05-21,2650,261
make7,model12,VUK-240,2011,2018-06-17,511,446
make3,model15,UYJ-291,2013,2018-04-11,1738,298
make7,model6,OKW-149,1997,2018-04-03,802,360
make0,model15,VBN-109,2008,2018-02-11,1140,487
make4,model2,KBH-224,1990,2018-02-01,2092,116
make0,model2,PPC-226,2013,2018-12-24,2197,135
make3,model14,IMM-602,2004,2018-09-21,952,487
make4,model7,NFR-155,2013,2018-06-15,2191,380
make2,model8,MJT-382,2001,2018-02-26,1325,266
make2,model4,JHH-036,2009,2018-03-14,2681,316
make10,model6,JWE-378,2006,2018-05-17,1480,263
make9,model12,PZS-748,2013,2018-08-22,544,373
make5,model7,MYZ-533,1993,2018-01-28,1118,253
make4,model20,YEU-132,2005,2018-08-20,2382,108
make6,model18,GUC-349,2008,2018-03-24,1489,340
make6,model10,NDG-071,1991,2018-11-26,2035,477
make5,model7,XEQ-319,2006,2018-04-12,1147,260
make1,model17,EWM-577,2011,2018-12-05,2559,373
make3,model15,JYA-803,2003,2018-11-10,1463,236
make0,model9,AZI-026,1995,2018-11-15,1644,244
make2,model15,DHT-031,1997,2018-12-14,2881,55
make8,model19,KME-783,1999,2018-05-01,1335,137
make8,model7,QLG-654,2000,2018-10-15,1941,108
make3,model12,ZED-297,1991,2018-08-23,2778,143
make8,model0,DYC-272,1990,2018-10-16,2983,330
make1,model12,TWK-742,2004,2018-02-13,544,196
make0,model18,RCU-456,2004,2018-06-25,1779,87
make7,model15,UTN-148,2006,2018-11-16,768,235
make6,model3,VNF-663,2000,2018-01-16,2756,402
make9,model4,GHP-568,2012,2018-10-18,2164,363
make10,model8,CMP-321,2013,2018-12-16,1023,173
make2,model20,CSW-517,1997,2018-03-03,1437,339
make0,model3,EMR-673,2011,2018-11-12,1552,457
make5,model6,EXR-622,2004,2018-03-14,1515,260
make1,model15,KAX-067,2008,2018-10-31,569,88
make7,model13,MFD-669,2008,2018-08-20,1981,319
make10,model14,YKM-612,2008,2018-07-03,2184,464
make2,model14,NPX-542,1991,2018-06-18,1638,274
make10,model5,SCE-194,1999,2018-04-08,2014,134
make7,model14,DZX-331,2001,2018-06-19,1201,97
make5,model19,YRF-362,2012,2018-12-18,1091,291
make3,model4,LWC-453,2009,2018-08-18,1059,426
make5,model14,ESR-878,2005,2018-08-25,1945,385
make3,model9,UJW-376,1996,2018-08-14,2168,476
make2,model8,MQF-195,2007,2018-04-01,789,179
make4,model16,CXG-780,2010,2018-04-30,2514,59
make7,model2,PGS-368,1990,2018-04-04,2373,329
make5,model18,ENF-408,1991,2018-10-27,604,188
make2,model15,FAM-311,2013,2018-09-24,1324,277
make4,model10,THI-271,1992,2018-02-06,2148,173
make6,model13,WNN-737,2011,2018-11-09,1779,106
make10,model10,BZS-613,1994,2018-10-03,669,500
make6,model13,BVQ-494,2009,2018-03-18,965,149
make4,model7,FJL-950,2006,2018-12-02,1782,257
make1,model5,IPF-274,2003,2018-04-07,1564,52
make4,model2,AZR-282,1996,2018-07-20,1590,53
make8,model20,DPG-193,1996,2018-12-17,763,410
make8,model19,AES-360,1992,2018-08-21,2138,455
make10,model15,VHW-447,1993,2018-07-21,1054,284
make7,model14,ZYX-363,1997,2018-10-04,1855,144
make5,model9,YWY-838,2001,2018-03-24,539,127
make5,model6,ZRP-898,1997,2018-11-26,675,312
make10,model17,SCM-535,2001,2018-02-26,2698,346
make10,model17,DOB-572,2002,2018-12-16,2653,421
make8,model17,ULJ-609,2008,2018-05-07,531,357
make10,model12,XDO-339,1993,2018-01-01,2740,366
make6,model13,SNK-848,1996,2018-01-12,613,201
make10,model11,IRN-649,1994,2018-06-02,2025,62
make8,model9,GYP-887,1998,2018-03-22,2148,338
make2,model20,DYH-711,2012,2018-04-27,1400,331
make1,model3,QLN-273,2013,2018-10-18,1704,484
make2,model0,KPS-631,2001,2018-10-13,1179,66
make4,model17,SAB-678,2013,2018-12-11,1801,232
make9,model0,CWL-829,2002,2018-04-15,1060,415
make8,model1,RNV-700,2013,2018-10-31,1126,245
make9,model13,UDZ-026,2010,2018-09-11,3000,62
make0,model19,CPG-891,2007,2018-06-02,2633,70
make2,model18,FDR-146,1997,2018-08-04,1000,224
make10,model5,EIH-980,2004,2018-10-27,664,126
make6,model17,HGB-352,1992,2018-11-17,2513,371
make6,model7,YWG-248,1996,2018-12-20,1585,392
make2,model10,MCP-042,2011,2018-09-13,1749,261
make3,model8,FKX-536,2007,2018-09-02,699,242
make2,model15,CJL-484,1995,2018-02-13,2500,350
make5,model0,AHA-248,2002,2018-07-28,1567,94
make0,model6,ITZ-361,2010,2018-02-14,921,263
make6,model7,KJR-955,2011,2018-01-08,648,220
make3,model11,OZS-080,1990,2018-01-11,1678,58
make4,model4,FXB-245,2013,2018-02-06,2473,316
make0,model7,CNM-727,2002,2018-08-23,1987,337
make4,model19,PAF-104,2008,2018-07-26,2234,347
make5,model16,FCO-767,2010,2018-09-06,2764,268
make10,model16,HKP-223,2005,2018-09-06,1097,469
make9,model18,MSH-611,2006,2018-01-05,737,285
make3,model12,HFC-152,1995,2018-03-08,1507,223
make5,model9,BHY-482,1997,2018-05-19,2342,279
make8,model16,TDM-499,1992,2018-09-13,1145,303
make7,model17,ECW-346,1993,2018-11-10,504,352
make4,model11,ZAT-739,1994,2018-06-04,2434,124
make10,model7,VKX-452,1990,2018-08-03,2201,157
make5,model4,YUM-273,1997,2018-11-08,2620,491
make8,model12,CZI-726,2001,2018-04-13,896,345
make7,model4,DHP-567,2000,2018-07-17,1106,403
make1,model10,RBN-564,2007,2018-07-10,2391,315
make7,model0,DAU-643,1991,2018-11-06,1255,173
make4,model1,RAV-391,2003,2018-05-31,1428,330
make9,model12,KOJ-180,2004,2018-09-20,1804,164
make8,model3,KNA-046,1998,2018-05-30,732,397
make10,model7,NPP-266,2001,2018-06-24,919,141
make5,model1,MBB-999,2004,2018-11-08,2533,330
make8,model0,KCL-242,2010,2018-08-07,1790,98
make5,model9,GCV-696,2001,2018-01-08,2406,407
make5,model12,DOK-219,2002,2018-06-17,1568,144
make9,model12,MVL-298,2012,2018-06-21,2667,480
make0,model8,XJM-079,2003,2018-12-16,2427,386
make0,model18,QCI-129,2010,2018-07-26,1888,97
make9,model17,SDW-606,2006,2018-03-29,2240,375
make5,model19,ZZS-171,1993,2018-05-07,640,450
make8,model6,LZS-001,1995,2018-12-09,2513,237
make2,model12,NEZ-474,2001,2018-09-14,2227,252
make2,model9,CXW-004,2007,2018-02-19,1530,261
make3,model10,AWS-234,2007,2018-08-22,1774,244
make6,model0,UKV-765,2008,2018-09-04,1920,404
make2,model0,SJW-306,2008,2018-10-14,817,187
make0,model12,PEX-103,1999,2018-11-12,2693,225
make6,model0,BRG-068,2009,2018-11-26,2497,82
make4,model9,IWZ-600,1991,2018-10-17,589,427
make2,model11,NLX-488,2005,2018-06-17,2877,53
make7,model12,ZWT-580,1998,2018-03-21,1396,207
make7,model4,KYC-457,2010,2018-04-12,1451,356
make8,model8,CHT-703,2012,2018-02-05,1968,296
make10,model8,XXR-332,2002,2018-06-12,1164,114
make10,model17,AGD-440,2010,2018-09-26,1895,171
make6,model7,IZF-324,2008,2018-06-21,850,174
make4,model15,ZRW-245,2010,2018-05-07,2659,430
make9,model3,WGH-630,1991,2018-12-27,1095,138
make3,model8,EER-339,1997,2018-05-11,2692,162
make10,model0,WFC-346,2005,2018-09-09,1491,206
make9,model12,IVW-320,2007,2018-01-11,747,266
make1,model11,HBX-174,1991,2018-11-15,1146,176
make3,model17,IFZ-177,1991,2018-10-12,2794,252
make8,model6,TIU-480,2009,2018-01-16,2622,287
make6,model17,FFR-050,2007,2018-10-14,1484,370
make3,model9,FYP-961,2001,2018-07-19,2694,379
make8,model11,QMC-553,1992,2018-08-11,2168,205
make1,model11,IHH-800,2005,2018-02-08,973,125
make10,model2,NVS-753,2005,2018-04-04,1847,197
make1,model10,WAB-326,2002,2018-12-23,2138,317
make8,model12,WMD-859,1990,2018-03-12,1023,367
make4,model14,VTX-296,2002,2018-05-04,2083,360
make8,model0,UQP-402,2009,2018-07-05,2886,304
make7,model6,FNN-596,1997,2018-05-11,1760,266
make7,model19,CLK-289,2005,2018-06-23,805,128
make4,model18,AAR-193,2005,2018-12-16,2997,331
make3,model0,XYG-673,2009,2018-01-31,637,231
make6,model10,WFV-597,2005,2018-06-05,672,63
make2,model11,RGE-950,2003,2018-11-01,1301,162
make8,model15,BGV-595,1997,2018-07-19,923,85
make10,model0,OWW-523,1999,2018-11-27,759,141
make4,model18,MPP-689,1998,2018-01-04,1662,140
make3,model1,MWQ-897,1990,2018-06-10,2638,381
make2,model6,RWH-102,1998,2018-06-01,2630,74
make10,model17,BOC-377,2002,2018-05-15,2589,102
make10,model12,LFP-196,2007,2018-04-26,1803,392
make0,model5,LQG-793,2009,2018-03-31,1872,231
make1,model5,AVF-513,2006,2018-02-04,959,406
make1,model9,BJI-785,2009,2018-12-08,1725,273
make1,model5,MJR-384,1996,2018-09-01,1617,64
make0,model4,VLH-378,2003,2018-11-26,547,402
make8,model4,WGN-917,2009,2018-09-21,2169,425
make3,model10,GRL-295,1997,2018-07-11,1040,115
make8,model12,SDA-110,2011,2018-11-18,2622,486
make3,model15,PBB-725,1993,2018-10-20,2897,340
make9,model14,DAG-807,1997,2018-05-31,2819,340
make2,model10,GFG-170,2009,2018-12-26,1280,236
make3,model18,TJD-576,2003,2018-06-17,2668,100
make2,model19,RNH-771,2012,2018-12-06,1078,223
make5,model17,TJR-611,1997,2018-11-10,2969,57
make5,model0,JYS-265,1996,2018-03-20,1620,73
make3,model15,UPZ-516,2000,2018-11-23,2750,283
make0,model6,JGF-682,1998,2018-10-01,2179,423
make3,model18,HOD-179,1994,2018-06-22,2838,216
make6,model20,GUE-779,2005,2018-01-23,2060,77
make6,model4,FJW-185,2009,2018-09-05,2920,115
make0,model5,QJN-169,2008,2018-04-04,2737,55
make7,model7,YNJ-365,2013,2018-01-08,1302,233
make2,model0,GIZ-787,1998,2018-12-07,1545,481
make0,model10,JZP-982,2008,2018-05-06,1687,433
make8,model6,RYC-890,2005,2018-12-16,2174,310
make4,model6,WWJ-559,1997,2018-03-15,2166,68
make9,model10,RZH-547,2003,2018-07-04,2771,483
make9,model11,TLB-297,1995,2018-12-26,2045,254
make8,model12,ELL-236,1997,2018-02-03,1430,422
make10,model17,OPD-666,2007,2018-07-01,2969,163
make1,model13,ORO-090,2013,2018-11-28,1514,379
make9,model8,SSV-621,1994,2018-01-26,2517,425
make6,model16,FKT-654,2006,2018-03-18,1810,116
make0,model7,GMA-886,1996,2018-07-17,2841,207
make2,model12,HNH-352,1993,2018-02-13,959,140
make7,model8,YHZ-962,1997,2018-06-05,1175,217
make3,model12,PZT-462,2001,2018-11-29,945,487
make9,model10,IMD-853,2002,2018-08-20,2015,76
make4,model19,CTW-809,2009,2018-05-11,2555,146
make7,model3,FQO-955,2002,2018-02-01,2391,261
make1,model20,CIJ-572,1994,2018-07-17,1235,179
make2,model5,LGN-779,1990,2018-06-10,1850,453
make6,model4,MGO-125,1997,2018-05-18,1806,485
make0,model12,YJU-622,1990,2018-04-26,1637,85
make1,model8,ROA-730,2007,2018-07-12,945,199
make9,model20,DFK-597,2004,2018-11-16,875,78
make10,model2,XKB-963,2001,2018-04-22,932,157
make5,model8,UVR-015,2001,2018-07-30,2909,162
make7,model17,ZSX-536,1991,2018-02-11,1666,152
make10,model14,CCI-232,2002,2018-02-12,2993,135
make7,model4,WMC-011,2003,2018-08-14,1461,492
make4,model9,VDI-974,2002,2018-09-04,1839,299
make8,model5,RCM-999,2010,2018-02-23,1451,403
make4,model16,CBJ-876,1998,2018-02-19,2571,210
make5,model7,ZSW-335,1998,2018-11-08,1757,104
make8,model6,SRE-953,2002,2018-08-02,678,472
make7,model10,IAL-851,2001,2018-01-03,2030,423
make3,model5,DCR-412,1997,2018-12-20,918,288
make8,model8,XLD-542,2000,2018-02-17,1616,427
make3,model15,GDQ-004,1999,2018-09-12,2883,143
make7,model7,SOU-263,1999,2018-09-26,630,411
make3,model16,OMA-485,2011,2018-07-04,2757,120
make4,model2,HTU-252,2000,2018-03-27,2521,383
make4,model16,RKO-714,2012,2018-12-16,1056,486
make3,model9,NJQ-136,1996,2018-05-26,617,233
make4,model3,DGN-693,1992,2018-08-05,1282,198
make0,model19,ZQH-195,1990,2018-08-24,2011,496
make10,model0,LUZ-876,2010,2018-02-11,2131,173
make7,model10,XNL-637,1991,2018-11-22,2043,271
make6,model14,XRR-395,2003,2018-03-28,515,94
make0,model10,MGU-596,2004,2018-05-08,2763,199
make3,model12,KNA-735,2005,2018-09-11,1574,189
make0,model2,KMK-107,2002,2018-02-03,2446,77
make3,model18,SDE-156,2004,2018-01-07,2683,353
make3,model8,FYP-664,2000,2018-01-01,1889,367
make9,model4,NJB-541,1993,2018-07-13,2686,319
make6,model16,HWW-245,1998,2018-07-17,947,379
make4,model20,SPP-872,1999,2018-06-28,1458,410
make2,model16,GDC-375,1992,2018-10-26,1051,389
make8,model12,TPD-538,2007,2018-02-14,2057,215
